Train No,Train Name,SEQ,Station Code,Station Name,Arrival time,Departure Time,Distance,Source Station,Source Station Name,Destination Station,Destination Station Name
95226,BL40,2,ABH,AMBERNATH,17:12:00,17:13:00,7,BUD,BADLAPUR,KYN,KALYAN JN
95226,BL40,3,KYN,KALYAN JN,17:23:00,17:23:00,14,BUD,BADLAPUR,KYN,KALYAN JN
95227,DBL1,1,KYN,KALYAN JN,17:01:00,17:01:00,0,KYN,KALYAN JN,BUD,BADLAPUR
95227,DBL1,2,VLDI,VITHALWADI,17:04:00,17:05:00,2,KYN,KALYAN JN,BUD,BADLAPUR
95227,DBL1,3,ULNR,ULHASNAGAR,17:06:00,17:07:00,4,KYN,KALYAN JN,BUD,BADLAPUR
95227,DBL1,4,ABH,AMBERNATH,17:10:00,17:11:00,6,KYN,KALYAN JN,BUD,BADLAPUR
95227,DBL1,5,BUD,BADLAPUR,17:20:00,17:20:00,14,KYN,KALYAN JN,BUD,BADLAPUR
95228,BL42,1,BUD,BADLAPUR,17:31:00,17:31:00,0,BUD,BADLAPUR,KYN,KALYAN JN
95228,BL42,2,ABH,AMBERNATH,17:39:00,17:40:00,7,BUD,BADLAPUR,KYN,KALYAN JN
95228,BL42,3,KYN,KALYAN JN,17:50:00,17:50:00,14,BUD,BADLAPUR,KYN,KALYAN JN
95229,BL29,1,KYN,KALYAN JN,17:46:00,17:46:00,0,KYN,KALYAN JN,BUD,BADLAPUR
95229,BL29,2,VLDI,VITHALWADI,17:49:00,17:50:00,2,KYN,KALYAN JN,BUD,BADLAPUR
95229,BL29,3,ULNR,ULHASNAGAR,17:51:00,17:52:00,4,KYN,KALYAN JN,BUD,BADLAPUR
95229,BL29,4,ABH,AMBERNATH,17:56:00,17:57:00,6,KYN,KALYAN JN,BUD,BADLAPUR
95229,BL29,5,BUD,BADLAPUR,18:06:00,18:06:00,14,KYN,KALYAN JN,BUD,BADLAPUR
95230,BL44,1,BUD,BADLAPUR,18:15:00,18:15:00,0,BUD,BADLAPUR,KYN,KALYAN JN
95230,BL44,2,ABH,AMBERNATH,18:23:00,18:24:00,7,BUD,BADLAPUR,KYN,KALYAN JN
95230,BL44,3,KYN,KALYAN JN,18:35:00,18:35:00,14,BUD,BADLAPUR,KYN,KALYAN JN
95231,BL31,1,KYN,KALYAN JN,18:28:00,18:28:00,0,KYN,KALYAN JN,BUD,BADLAPUR
95231,BL31,2,VLDI,VITHALWADI,18:32:00,18:33:00,2,KYN,KALYAN JN,BUD,BADLAPUR
95231,BL31,3,ULNR,ULHASNAGAR,18:34:00,18:35:00,4,KYN,KALYAN JN,BUD,BADLAPUR
95231,BL31,4,ABH,AMBERNATH,18:38:00,18:39:00,6,KYN,KALYAN JN,BUD,BADLAPUR
95231,BL31,5,BUD,BADLAPUR,18:48:00,18:48:00,14,KYN,KALYAN JN,BUD,BADLAPUR
95232,BL50,1,BUD,BADLAPUR,20:03:00,20:03:00,0,BUD,BADLAPUR,KYN,KALYAN JN
95232,BL50,2,ABH,AMBERNATH,20:11:00,20:12:00,7,BUD,BADLAPUR,KYN,KALYAN JN
95232,BL50,3,KYN,KALYAN JN,20:22:00,20:22:00,14,BUD,BADLAPUR,KYN,KALYAN JN
95233,BL33,1,KYN,KALYAN JN,19:02:00,19:02:00,0,KYN,KALYAN JN,BUD,BADLAPUR
95233,BL33,2,VLDI,VITHALWADI,19:05:00,19:06:00,2,KYN,KALYAN JN,BUD,BADLAPUR
95233,BL33,3,ULNR,ULHASNAGAR,19:07:00,19:08:00,4,KYN,KALYAN JN,BUD,BADLAPUR
95233,BL33,4,ABH,AMBERNATH,19:11:00,19:12:00,6,KYN,KALYAN JN,BUD,BADLAPUR
95233,BL33,5,BUD,BADLAPUR,19:22:00,19:22:00,14,KYN,KALYAN JN,BUD,BADLAPUR
95234,BL54,1,BUD,BADLAPUR,20:46:00,20:46:00,0,BUD,BADLAPUR,KYN,KALYAN JN
95234,BL54,2,ABH,AMBERNATH,20:54:00,20:55:00,7,BUD,BADLAPUR,KYN,KALYAN JN
95234,BL54,3,KYN,KALYAN JN,21:07:00,21:07:00,14,BUD,BADLAPUR,KYN,KALYAN JN
95235,BL35,1,KYN,KALYAN JN,19:42:00,19:42:00,0,KYN,KALYAN JN,BUD,BADLAPUR
95235,BL35,2,VLDI,VITHALWADI,19:45:00,19:46:00,2,KYN,KALYAN JN,BUD,BADLAPUR
95235,BL35,3,ULNR,ULHASNAGAR,19:47:00,19:48:00,4,KYN,KALYAN JN,BUD,BADLAPUR
95235,BL35,4,ABH,AMBERNATH,19:51:00,19:52:00,6,KYN,KALYAN JN,BUD,BADLAPUR
95235,BL35,5,BUD,BADLAPUR,20:01:00,20:01:00,14,KYN,KALYAN JN,BUD,BADLAPUR
95236,BL56,1,BUD,BADLAPUR,21:00:00,21:00:00,0,BUD,BADLAPUR,KYN,KALYAN JN
95236,BL56,2,ABH,AMBERNATH,21:08:00,21:09:00,7,BUD,BADLAPUR,KYN,KALYAN JN
95236,BL56,3,KYN,KALYAN JN,21:19:00,21:19:00,14,BUD,BADLAPUR,KYN,KALYAN JN
95237,BL37,1,KYN,KALYAN JN,20:13:00,20:13:00,0,KYN,KALYAN JN,BUD,BADLAPUR
95237,BL37,2,VLDI,VITHALWADI,20:16:00,20:17:00,2,KYN,KALYAN JN,BUD,BADLAPUR
95237,BL37,3,ULNR,ULHASNAGAR,20:18:00,20:19:00,4,KYN,KALYAN JN,BUD,BADLAPUR
95237,BL37,4,ABH,AMBERNATH,20:22:00,20:23:00,6,KYN,KALYAN JN,BUD,BADLAPUR
95237,BL37,5,BUD,BADLAPUR,20:32:00,20:32:00,14,KYN,KALYAN JN,BUD,BADLAPUR
95239,BL39,1,KYN,KALYAN JN,20:24:00,20:24:00,0,KYN,KALYAN JN,BUD,BADLAPUR
95239,BL39,2,VLDI,VITHALWADI,20:28:00,20:29:00,2,KYN,KALYAN JN,BUD,BADLAPUR
95239,BL39,3,ULNR,ULHASNAGAR,20:30:00,20:31:00,4,KYN,KALYAN JN,BUD,BADLAPUR
95239,BL39,4,ABH,AMBERNATH,20:34:00,20:35:00,6,KYN,KALYAN JN,BUD,BADLAPUR
95239,BL39,5,BUD,BADLAPUR,20:45:00,20:45:00,14,KYN,KALYAN JN,BUD,BADLAPUR
95241,BL51,1,KYN,KALYAN JN,23:32:00,23:32:00,0,KYN,KALYAN JN,BUD,BADLAPUR
95241,BL51,2,VLDI,VITHALWADI,23:36:00,23:37:00,2,KYN,KALYAN JN,BUD,BADLAPUR
95241,BL51,3,ULNR,ULHASNAGAR,23:39:00,23:40:00,4,KYN,KALYAN JN,BUD,BADLAPUR
95241,BL51,4,ABH,AMBERNATH,23:43:00,23:44:00,6,KYN,KALYAN JN,BUD,BADLAPUR
95241,BL51,5,BUD,BADLAPUR,23:53:00,23:53:00,14,KYN,KALYAN JN,BUD,BADLAPUR
95301,DA1,1,KYN,KALYAN JN,09:27:00,09:27:00,0,KYN,KALYAN JN,ABH,AMBERNATH
95301,DA1,2,VLDI,VITHALWADI,09:30:00,09:31:00,2,KYN,KALYAN JN,ABH,AMBERNATH
95301,DA1,3,ULNR,ULHASNAGAR,09:32:00,09:33:00,4,KYN,KALYAN JN,ABH,AMBERNATH
95301,DA1,4,ABH,AMBERNATH,09:39:00,09:39:00,6,KYN,KALYAN JN,ABH,AMBERNATH
95302,A12,1,ABH,AMBERNATH,07:17:00,07:17:00,0,ABH,AMBERNATH,KYN,KALYAN JN
95302,A12,2,KYN,KALYAN JN,07:29:00,07:29:00,6,ABH,AMBERNATH,KYN,KALYAN JN
95303,A11,1,KYN,KALYAN JN,09:49:00,09:49:00,0,KYN,KALYAN JN,ABH,AMBERNATH
95303,A11,2,VLDI,VITHALWADI,09:53:00,09:54:00,2,KYN,KALYAN JN,ABH,AMBERNATH
95303,A11,3,ULNR,ULHASNAGAR,09:55:00,09:56:00,4,KYN,KALYAN JN,ABH,AMBERNATH
95303,A11,4,ABH,AMBERNATH,10:02:00,10:02:00,6,KYN,KALYAN JN,ABH,AMBERNATH
95304,A14,1,ABH,AMBERNATH,07:36:00,07:36:00,0,ABH,AMBERNATH,KYN,KALYAN JN
95304,A14,2,KYN,KALYAN JN,07:48:00,07:48:00,6,ABH,AMBERNATH,KYN,KALYAN JN
95305,A13,1,KYN,KALYAN JN,10:22:00,10:22:00,0,KYN,KALYAN JN,ABH,AMBERNATH
95305,A13,2,VLDI,VITHALWADI,10:25:00,10:26:00,2,KYN,KALYAN JN,ABH,AMBERNATH
95305,A13,3,ULNR,ULHASNAGAR,10:27:00,10:28:00,4,KYN,KALYAN JN,ABH,AMBERNATH
95305,A13,4,ABH,AMBERNATH,10:34:00,10:34:00,6,KYN,KALYAN JN,ABH,AMBERNATH
95306,A16,1,ABH,AMBERNATH,07:51:00,07:51:00,0,ABH,AMBERNATH,KYN,KALYAN JN
95306,A16,2,KYN,KALYAN JN,08:03:00,08:03:00,6,ABH,AMBERNATH,KYN,KALYAN JN
95307,A15,1,KYN,KALYAN JN,10:53:00,10:53:00,0,KYN,KALYAN JN,ABH,AMBERNATH
95307,A15,2,VLDI,VITHALWADI,10:56:00,10:57:00,2,KYN,KALYAN JN,ABH,AMBERNATH
95307,A15,3,ULNR,ULHASNAGAR,10:58:00,10:59:00,4,KYN,KALYAN JN,ABH,AMBERNATH
95307,A15,4,ABH,AMBERNATH,11:05:00,11:05:00,6,KYN,KALYAN JN,ABH,AMBERNATH
95308,A18,1,ABH,AMBERNATH,08:10:00,08:10:00,0,ABH,AMBERNATH,KYN,KALYAN JN
95308,A18,2,KYN,KALYAN JN,08:22:00,08:22:00,6,ABH,AMBERNATH,KYN,KALYAN JN
95309,A17,1,KYN,KALYAN JN,11:11:00,11:11:00,0,KYN,KALYAN JN,ABH,AMBERNATH
95309,A17,2,VLDI,VITHALWADI,11:14:00,11:15:00,2,KYN,KALYAN JN,ABH,AMBERNATH
95309,A17,3,ULNR,ULHASNAGAR,11:16:00,11:17:00,4,KYN,KALYAN JN,ABH,AMBERNATH
95309,A17,4,ABH,AMBERNATH,11:24:00,11:24:00,6,KYN,KALYAN JN,ABH,AMBERNATH
95310,A20,1,ABH,AMBERNATH,08:27:00,08:27:00,0,ABH,AMBERNATH,KYN,KALYAN JN
95310,A20,2,KYN,KALYAN JN,08:39:00,08:39:00,6,ABH,AMBERNATH,KYN,KALYAN JN
95311,A19,1,KYN,KALYAN JN,11:32:00,11:32:00,0,KYN,KALYAN JN,ABH,AMBERNATH
95311,A19,2,VLDI,VITHALWADI,11:36:00,11:37:00,2,KYN,KALYAN JN,ABH,AMBERNATH
95311,A19,3,ULNR,ULHASNAGAR,11:38:00,11:39:00,4,KYN,KALYAN JN,ABH,AMBERNATH
95311,A19,4,ABH,AMBERNATH,11:46:00,11:46:00,6,KYN,KALYAN JN,ABH,AMBERNATH
95312,A22,1,ABH,AMBERNATH,08:44:00,08:44:00,0,ABH,AMBERNATH,KYN,KALYAN JN
95312,A22,2,KYN,KALYAN JN,08:56:00,08:56:00,6,ABH,AMBERNATH,KYN,KALYAN JN
95313,A21,1,KYN,KALYAN JN,11:52:00,11:52:00,0,KYN,KALYAN JN,ABH,AMBERNATH
95313,A21,2,VLDI,VITHALWADI,11:55:00,11:56:00,2,KYN,KALYAN JN,ABH,AMBERNATH
95313,A21,3,ULNR,ULHASNAGAR,11:57:00,11:58:00,4,KYN,KALYAN JN,ABH,AMBERNATH
95313,A21,4,ABH,AMBERNATH,12:04:00,12:04:00,6,KYN,KALYAN JN,ABH,AMBERNATH
95314,A24,1,ABH,AMBERNATH,09:50:00,09:50:00,0,ABH,AMBERNATH,KYN,KALYAN JN
95314,A24,2,KYN,KALYAN JN,10:02:00,10:02:00,6,ABH,AMBERNATH,KYN,KALYAN JN
95315,A23,1,KYN,KALYAN JN,12:25:00,12:25:00,0,KYN,KALYAN JN,ABH,AMBERNATH
95315,A23,2,VLDI,VITHALWADI,12:28:00,12:29:00,2,KYN,KALYAN JN,ABH,AMBERNATH
95315,A23,3,ULNR,ULHASNAGAR,12:30:00,12:31:00,4,KYN,KALYAN JN,ABH,AMBERNATH
95315,A23,4,ABH,AMBERNATH,12:37:00,12:37:00,6,KYN,KALYAN JN,ABH,AMBERNATH
95316,A26,1,ABH,AMBERNATH,10:13:00,10:13:00,0,ABH,AMBERNATH,KYN,KALYAN JN
95316,A26,2,KYN,KALYAN JN,10:25:00,10:25:00,6,ABH,AMBERNATH,KYN,KALYAN JN
95317,A41,1,KYN,KALYAN JN,17:06:00,17:06:00,0,KYN,KALYAN JN,ABH,AMBERNATH
95317,A41,2,VLDI,VITHALWADI,17:09:00,17:10:00,2,KYN,KALYAN JN,ABH,AMBERNATH
95317,A41,3,ULNR,ULHASNAGAR,17:11:00,17:12:00,4,KYN,KALYAN JN,ABH,AMBERNATH
95317,A41,4,ABH,AMBERNATH,17:17:00,17:17:00,6,KYN,KALYAN JN,ABH,AMBERNATH
95318,A32,1,ABH,AMBERNATH,11:35:00,11:35:00,0,ABH,AMBERNATH,KYN,KALYAN JN
95318,A32,2,KYN,KALYAN JN,11:48:00,11:48:00,6,ABH,AMBERNATH,KYN,KALYAN JN
95319,A45,1,KYN,KALYAN JN,18:09:00,18:09:00,0,KYN,KALYAN JN,ABH,AMBERNATH
95319,A45,2,VLDI,VITHALWADI,18:13:00,18:14:00,2,KYN,KALYAN JN,ABH,AMBERNATH
95319,A45,3,ULNR,ULHASNAGAR,18:15:00,18:16:00,4,KYN,KALYAN JN,ABH,AMBERNATH
95319,A45,4,ABH,AMBERNATH,18:22:00,18:22:00,6,KYN,KALYAN JN,ABH,AMBERNATH
95320,A58,1,ABH,AMBERNATH,19:13:00,19:13:00,0,ABH,AMBERNATH,KYN,KALYAN JN
95320,A58,2,KYN,KALYAN JN,19:25:00,19:25:00,6,ABH,AMBERNATH,KYN,KALYAN JN
95321,A47,1,KYN,KALYAN JN,18:47:00,18:47:00,0,KYN,KALYAN JN,ABH,AMBERNATH
95321,A47,2,VLDI,VITHALWADI,18:50:00,18:51:00,2,KYN,KALYAN JN,ABH,AMBERNATH
95321,A47,3,ULNR,ULHASNAGAR,18:52:00,18:53:00,4,KYN,KALYAN JN,ABH,AMBERNATH
95321,A47,4,ABH,AMBERNATH,18:58:00,18:58:00,6,KYN,KALYAN JN,ABH,AMBERNATH
95322,DA2,1,ABH,AMBERNATH,15:06:00,15:06:00,0,ABH,AMBERNATH,KYN,KALYAN JN
95322,DA2,2,KYN,KALYAN JN,15:18:00,15:18:00,6,ABH,AMBERNATH,KYN,KALYAN JN
95323,A49,1,KYN,KALYAN JN,19:07:00,19:07:00,0,KYN,KALYAN JN,ABH,AMBERNATH
95323,A49,2,VLDI,VITHALWADI,19:10:00,19:11:00,2,KYN,KALYAN JN,ABH,AMBERNATH
95323,A49,3,ULNR,ULHASNAGAR,19:12:00,19:13:00,4,KYN,KALYAN JN,ABH,AMBERNATH
95323,A49,4,ABH,AMBERNATH,19:19:00,19:19:00,6,KYN,KALYAN JN,ABH,AMBERNATH
95324,A46,1,ABH,AMBERNATH,14:45:00,14:45:00,0,ABH,AMBERNATH,KYN,KALYAN JN
95324,A46,2,KYN,KALYAN JN,14:57:00,14:57:00,6,ABH,AMBERNATH,KYN,KALYAN JN
95325,A51,1,KYN,KALYAN JN,19:32:00,19:32:00,0,KYN,KALYAN JN,ABH,AMBERNATH
95325,A51,2,VLDI,VITHALWADI,19:35:00,19:36:00,2,KYN,KALYAN JN,ABH,AMBERNATH
95325,A51,3,ULNR,ULHASNAGAR,19:37:00,19:38:00,4,KYN,KALYAN JN,ABH,AMBERNATH
95325,A51,4,ABH,AMBERNATH,19:44:00,19:44:00,6,KYN,KALYAN JN,ABH,AMBERNATH
95326,A48,1,ABH,AMBERNATH,15:39:00,15:39:00,0,ABH,AMBERNATH,KYN,KALYAN JN
95326,A48,2,KYN,KALYAN JN,15:51:00,15:51:00,6,ABH,AMBERNATH,KYN,KALYAN JN
95327,A55,1,KYN,KALYAN JN,19:56:00,19:56:00,0,KYN,KALYAN JN,ABH,AMBERNATH
95327,A55,2,VLDI,VITHALWADI,20:00:00,20:01:00,2,KYN,KALYAN JN,ABH,AMBERNATH
95327,A55,3,ULNR,ULHASNAGAR,20:02:00,20:03:00,4,KYN,KALYAN JN,ABH,AMBERNATH
95327,A55,4,ABH,AMBERNATH,20:10:00,20:10:00,6,KYN,KALYAN JN,ABH,AMBERNATH
95328,A50,1,ABH,AMBERNATH,16:24:00,16:24:00,0,ABH,AMBERNATH,KYN,KALYAN JN
95328,A50,2,KYN,KALYAN JN,16:36:00,16:36:00,6,ABH,AMBERNATH,KYN,KALYAN JN
95329,DA3,1,KYN,KALYAN JN,20:28:00,20:28:00,0,KYN,KALYAN JN,ABH,AMBERNATH
95329,DA3,2,VLDI,VITHALWADI,20:31:00,20:32:00,2,KYN,KALYAN JN,ABH,AMBERNATH
95329,DA3,3,ULNR,ULHASNAGAR,20:33:00,20:34:00,4,KYN,KALYAN JN,ABH,AMBERNATH
95329,DA3,4,ABH,AMBERNATH,20:40:00,20:40:00,6,KYN,KALYAN JN,ABH,AMBERNATH
95330,A52,1,ABH,AMBERNATH,16:45:00,16:45:00,0,ABH,AMBERNATH,KYN,KALYAN JN
95330,A52,2,KYN,KALYAN JN,16:57:00,16:57:00,6,ABH,AMBERNATH,KYN,KALYAN JN
95331,A55,1,KYN,KALYAN JN,20:45:00,20:45:00,0,KYN,KALYAN JN,ABH,AMBERNATH
95331,A55,2,VLDI,VITHALWADI,20:48:00,20:49:00,2,KYN,KALYAN JN,ABH,AMBERNATH
95331,A55,3,ULNR,ULHASNAGAR,20:50:00,20:51:00,4,KYN,KALYAN JN,ABH,AMBERNATH
95331,A55,4,ABH,AMBERNATH,20:57:00,20:57:00,6,KYN,KALYAN JN,ABH,AMBERNATH
95332,A54,1,ABH,AMBERNATH,17:25:00,17:25:00,0,ABH,AMBERNATH,KYN,KALYAN JN
95332,A54,2,KYN,KALYAN JN,17:37:00,17:37:00,6,ABH,AMBERNATH,KYN,KALYAN JN
95334,A56,1,ABH,AMBERNATH,17:50:00,17:50:00,0,ABH,AMBERNATH,KYN,KALYAN JN
95334,A56,2,KYN,KALYAN JN,18:04:00,18:04:00,6,ABH,AMBERNATH,KYN,KALYAN JN
95336,A62,1,ABH,AMBERNATH,20:05:00,20:05:00,0,ABH,AMBERNATH,KYN,KALYAN JN
95336,A62,2,KYN,KALYAN JN,20:18:00,20:18:00,6,ABH,AMBERNATH,KYN,KALYAN JN
95338,A64,1,ABH,AMBERNATH,20:50:00,20:50:00,0,ABH,AMBERNATH,KYN,KALYAN JN
95338,A64,2,KYN,KALYAN JN,21:03:00,21:03:00,6,ABH,AMBERNATH,KYN,KALYAN JN
95340,DA4,1,ABH,AMBERNATH,18:04:00,18:04:00,0,ABH,AMBERNATH,KYN,KALYAN JN
95340,DA4,2,KYN,KALYAN JN,18:17:00,18:17:00,6,ABH,AMBERNATH,KYN,KALYAN JN
95342,DA6,1,ABH,AMBERNATH,18:32:00,18:32:00,0,ABH,AMBERNATH,KYN,KALYAN JN
95342,DA6,2,KYN,KALYAN JN,18:44:00,18:44:00,6,ABH,AMBERNATH,KYN,KALYAN JN
95401,N7,1,KYN,KALYAN JN,07:55:00,07:55:00,0,KYN,KALYAN JN,KSRA,KASARA
95401,N7,2,SHAD,SHAHAD,07:59:00,08:00:00,3,KYN,KALYAN JN,KSRA,KASARA
95401,N7,3,ABY,AMBIVLI,08:02:00,08:03:00,4,KYN,KALYAN JN,KSRA,KASARA
95401,N7,4,TLA,TITVALA,08:10:00,08:11:00,10,KYN,KALYAN JN,KSRA,KASARA
95401,N7,5,KDV,KHADAVALI,08:16:00,08:17:00,18,KYN,KALYAN JN,KSRA,KASARA
95401,N7,6,VSD,VASIND,08:23:00,08:24:00,26,KYN,KALYAN JN,KSRA,KASARA
95401,N7,7,ASO,ASANGAON,08:33:00,08:34:00,32,KYN,KALYAN JN,KSRA,KASARA
95401,N7,8,ATG,ATGAON,08:42:00,08:43:00,41,KYN,KALYAN JN,KSRA,KASARA
95401,N7,9,THS,THANSIT,08:47:00,08:48:00,47,KYN,KALYAN JN,KSRA,KASARA
95401,N7,10,KE,KHARDI,08:52:00,08:53:00,53,KYN,KALYAN JN,KSRA,KASARA
95401,N7,11,OMB,UMBERMALLI,08:58:00,08:59:00,59,KYN,KALYAN JN,KSRA,KASARA
95401,N7,12,KSRA,KASARA,09:11:00,09:11:00,67,KYN,KALYAN JN,KSRA,KASARA
95402,N6,1,KSRA,KASARA,06:10:00,06:10:00,0,KSRA,KASARA,KYN,KALYAN JN
95402,N6,2,OMB,UMBERMALLI,06:20:00,06:21:00,7,KSRA,KASARA,KYN,KALYAN JN
95402,N6,3,KE,KHARDI,06:26:00,06:27:00,13,KSRA,KASARA,KYN,KALYAN JN
95402,N6,4,THS,THANSIT,06:31:00,06:32:00,19,KSRA,KASARA,KYN,KALYAN JN
95402,N6,5,ATG,ATGAON,06:36:00,06:37:00,25,KSRA,KASARA,KYN,KALYAN JN
95402,N6,6,ASO,ASANGAON,06:46:00,06:47:00,35,KSRA,KASARA,KYN,KALYAN JN
95402,N6,7,VSD,VASIND,06:52:00,06:53:00,41,KSRA,KASARA,KYN,KALYAN JN
95402,N6,8,KDV,KHADAVALI,06:59:00,07:00:00,49,KSRA,KASARA,KYN,KALYAN JN
95402,N6,9,TLA,TITVALA,07:06:00,07:07:00,56,KSRA,KASARA,KYN,KALYAN JN
95402,N6,10,KYN,KALYAN JN,07:20:00,07:20:00,67,KSRA,KASARA,KYN,KALYAN JN
95403,N9,1,KYN,KALYAN JN,09:35:00,09:35:00,0,KYN,KALYAN JN,KSRA,KASARA
95403,N9,2,SHAD,SHAHAD,09:39:00,09:40:00,3,KYN,KALYAN JN,KSRA,KASARA
95403,N9,3,ABY,AMBIVLI,09:42:00,09:43:00,4,KYN,KALYAN JN,KSRA,KASARA
95403,N9,4,TLA,TITVALA,09:48:00,09:49:00,10,KYN,KALYAN JN,KSRA,KASARA
95403,N9,5,KDV,KHADAVALI,09:55:00,09:56:00,18,KYN,KALYAN JN,KSRA,KASARA
95403,N9,6,VSD,VASIND,10:02:00,10:03:00,26,KYN,KALYAN JN,KSRA,KASARA
95403,N9,7,ASO,ASANGAON,10:08:00,10:09:00,32,KYN,KALYAN JN,KSRA,KASARA
95403,N9,8,ATG,ATGAON,10:17:00,10:18:00,41,KYN,KALYAN JN,KSRA,KASARA
95403,N9,9,THS,THANSIT,10:22:00,10:23:00,47,KYN,KALYAN JN,KSRA,KASARA
95403,N9,10,KE,KHARDI,10:27:00,10:28:00,53,KYN,KALYAN JN,KSRA,KASARA
95403,N9,11,OMB,UMBERMALLI,10:33:00,10:34:00,59,KYN,KALYAN JN,KSRA,KASARA
95403,N9,12,KSRA,KASARA,10:45:00,10:45:00,67,KYN,KALYAN JN,KSRA,KASARA
95404,N8,1,KSRA,KASARA,06:45:00,06:45:00,0,KSRA,KASARA,KYN,KALYAN JN
95404,N8,2,OMB,UMBERMALLI,06:55:00,06:56:00,7,KSRA,KASARA,KYN,KALYAN JN
95404,N8,3,KE,KHARDI,07:01:00,07:02:00,13,KSRA,KASARA,KYN,KALYAN JN
95404,N8,4,THS,THANSIT,07:06:00,07:07:00,19,KSRA,KASARA,KYN,KALYAN JN
95404,N8,5,ATG,ATGAON,07:11:00,07:12:00,25,KSRA,KASARA,KYN,KALYAN JN
95404,N8,6,ASO,ASANGAON,07:21:00,07:22:00,35,KSRA,KASARA,KYN,KALYAN JN
95404,N8,7,VSD,VASIND,07:27:00,07:28:00,41,KSRA,KASARA,KYN,KALYAN JN
95404,N8,8,KDV,KHADAVALI,07:34:00,07:35:00,49,KSRA,KASARA,KYN,KALYAN JN
95404,N8,9,TLA,TITVALA,07:41:00,07:42:00,56,KSRA,KASARA,KYN,KALYAN JN
95404,N8,10,KYN,KALYAN JN,07:56:00,07:56:00,67,KSRA,KASARA,KYN,KALYAN JN
95405,N11,1,KYN,KALYAN JN,10:43:00,10:43:00,0,KYN,KALYAN JN,KSRA,KASARA
95405,N11,2,SHAD,SHAHAD,10:47:00,10:48:00,3,KYN,KALYAN JN,KSRA,KASARA
95405,N11,3,ABY,AMBIVLI,10:50:00,10:51:00,4,KYN,KALYAN JN,KSRA,KASARA
95405,N11,4,TLA,TITVALA,10:56:00,10:57:00,10,KYN,KALYAN JN,KSRA,KASARA
95405,N11,5,KDV,KHADAVALI,11:03:00,11:04:00,18,KYN,KALYAN JN,KSRA,KASARA
95405,N11,6,VSD,VASIND,11:10:00,11:11:00,26,KYN,KALYAN JN,KSRA,KASARA
95405,N11,7,ASO,ASANGAON,11:16:00,11:17:00,32,KYN,KALYAN JN,KSRA,KASARA
95405,N11,8,ATG,ATGAON,11:25:00,11:26:00,41,KYN,KALYAN JN,KSRA,KASARA
95405,N11,9,THS,THANSIT,11:30:00,11:31:00,47,KYN,KALYAN JN,KSRA,KASARA
95405,N11,10,KE,KHARDI,11:35:00,11:36:00,53,KYN,KALYAN JN,KSRA,KASARA
95405,N11,11,OMB,UMBERMALLI,11:41:00,11:42:00,59,KYN,KALYAN JN,KSRA,KASARA
95405,N11,12,KSRA,KASARA,11:54:00,11:54:00,67,KYN,KALYAN JN,KSRA,KASARA
95406,N10,1,KSRA,KASARA,07:22:00,07:22:00,0,KSRA,KASARA,KYN,KALYAN JN
95406,N10,2,OMB,UMBERMALLI,07:32:00,07:33:00,7,KSRA,KASARA,KYN,KALYAN JN
95406,N10,3,KE,KHARDI,07:38:00,07:39:00,13,KSRA,KASARA,KYN,KALYAN JN
95406,N10,4,THS,THANSIT,07:43:00,07:44:00,19,KSRA,KASARA,KYN,KALYAN JN
95406,N10,5,ATG,ATGAON,07:48:00,07:49:00,25,KSRA,KASARA,KYN,KALYAN JN
95406,N10,6,ASO,ASANGAON,07:58:00,07:59:00,35,KSRA,KASARA,KYN,KALYAN JN
95406,N10,7,VSD,VASIND,08:04:00,08:05:00,41,KSRA,KASARA,KYN,KALYAN JN
95406,N10,8,KDV,KHADAVALI,08:11:00,08:12:00,49,KSRA,KASARA,KYN,KALYAN JN
95406,N10,9,TLA,TITVALA,08:18:00,08:19:00,56,KSRA,KASARA,KYN,KALYAN JN
95406,N10,10,KYN,KALYAN JN,08:35:00,08:35:00,67,KSRA,KASARA,KYN,KALYAN JN
95407,N13,1,KYN,KALYAN JN,11:19:00,11:19:00,0,KYN,KALYAN JN,KSRA,KASARA
95407,N13,2,SHAD,SHAHAD,11:23:00,11:24:00,3,KYN,KALYAN JN,KSRA,KASARA
95407,N13,3,ABY,AMBIVLI,11:26:00,11:27:00,4,KYN,KALYAN JN,KSRA,KASARA
95407,N13,4,TLA,TITVALA,11:32:00,11:33:00,10,KYN,KALYAN JN,KSRA,KASARA
95407,N13,5,KDV,KHADAVALI,11:39:00,11:40:00,18,KYN,KALYAN JN,KSRA,KASARA
95407,N13,6,VSD,VASIND,11:46:00,11:47:00,26,KYN,KALYAN JN,KSRA,KASARA
95407,N13,7,ASO,ASANGAON,11:52:00,11:53:00,32,KYN,KALYAN JN,KSRA,KASARA
95407,N13,8,ATG,ATGAON,12:01:00,12:02:00,41,KYN,KALYAN JN,KSRA,KASARA
95407,N13,9,THS,THANSIT,12:06:00,12:07:00,47,KYN,KALYAN JN,KSRA,KASARA
95407,N13,10,KE,KHARDI,12:11:00,12:12:00,53,KYN,KALYAN JN,KSRA,KASARA
95407,N13,11,OMB,UMBERMALLI,12:17:00,12:18:00,59,KYN,KALYAN JN,KSRA,KASARA
95407,N13,12,KSRA,KASARA,12:32:00,12:32:00,67,KYN,KALYAN JN,KSRA,KASARA
